Plant,Side,mycofungus,hyphae.APE13C,mycorrhizas.APE13C,uncolonized_roots.APE13C,hyphae.pctC,mycorrhizas.pctC,uncolonized_roots.pctC,hyphae.APE15N,mycorrhizas.APE15N,uncolonized_roots.APE15N,hyphae.pctN,mycorrhizas.pctN,uncolonized_roots.pctN,enriched,received15N,N_level,Failed_split,Fungi,compartment_fungus,dead_tissue,mycorrhizas,other,roots,percent_col,Batch,Fungus_attempted,attempted,Plantside,versus,mycoC13ppmexcess,nmC13ppmexcess,mycoN15ppmexcess,nmN15ppmexcess,mycologC13,nmlogC13,mycologN15,nmlogN15,competition_treatment
6064,b,Tt,NA,0.06056297188351012,0.01299580729329941,NA,39.9,45.2,NA,0.0017517275990251435,-6.240422165038062e-4,NA,2.1,1.4,1,N,High,N,Tt/Sp,THETE,NA,0.00667,NA,0.032189999999999996,17.16417910447761,FC05,Sp,Sp/Sp,6064 B,0,605.6297188351012,129.9580729329941,17.517275990251434,-6.240422165038062,6.406268774292862,4.8672118825360995,3.606521767129885,2.5710844584218444,0
6065,a,Tt,0.005959586525670968,0.021646787830698067,0.0272850494191359,42.5,29.7,45.5,0.0013028581124819305,1.0967262244421239e-5,-0.0010619845042910137,1.9,1.4,1.8,1,N,High,N,Tt/Tt,THETE,NA,0.04468,NA,0.03701,54.694577059615625,FC12,None,None/None,6065 A,0,216.46787830698065,272.85049419135896,0.10967262244421239,-10.619845042910136,5.377442168337822,5.608924004850534,2.966823217447076,2.1633895283027202,0
6065,b,Tt,NA,0.01165460493276238,0.027109206918453532,NA,35,47.3,NA,1.313991812624815e-4,-0.0010254891665923416,NA,NA,1.8,1,Y,High,N,Tt/Tt,THETE,NA,0.01168,NA,0.12567,8.503822351656352,FC12,None,None/None,6065 B,0,116.5460493276238,271.0920691845353,1.3139918126248151,-10.254891665923417,4.758286468104372,5.6024585018699025,3.0269603346114202,2.204479526347361,0
6066,a,Tt,0.03315343419488004,0.03793334527160663,0.018360253026545426,24.9,38.1,42.8,1.27749733448701e-4,-2.3719639807545656e-4,-0.0011459238824627627,3.3,2.7,1.6,1,N,High,N,Tt/Tt,THETE,NA,0.03796,NA,0.0557,40.52957505872305,FC12,Tt,Tt/Sp,6066 A,0,379.33345271606635,183.60253026545425,-2.3719639807545656,-11.459238824627626,5.9384156407353395,5.212773259493684,2.8301769538492882,2.0619373343315077,0
6066,b,Tt,0.0250540013276197,0.046008696835931895,0.018711999630377507,12.8,46.6,41.6,0.001996232040467727,0.002003530662064268,-6.167432109921434e-4,1,2.9,1.3,1,Y,High,N,Tt/Tt,THETE,NA,0.00971,NA,0.03839,20.187110187110186,FC12,Sp,Tt/Sp,6066 B,0,460.086968359319,187.11999630377508,20.03530662064268,-6.1674321099214335,6.131415533263932,5.231750102522691,3.6726415870258315,2.576649225163042,0
6067,a,Tt,NA,0.0028259472958422904,NA,NA,43.8,NA,NA,-3.2113438650249737e-4,NA,NA,1,NA,1,N,Low,N,MIXED/THETE,THETE,NA,0.01886,NA,0.0349,35.081845238095234,FC03,Tt,Tt/Sp,6067 A,0,28.259472958422904,NA,-3.2113438650249737,NA,3.3414287273451375,NA,2.779383073900699,NA,0
6067,b,None,NA,NA,0.0026170309544140125,NA,NA,47.8,NA,NA,-0.00134664905593751,NA,NA,0.8,1,Y,Low,N,MIXED/THETE,MIXED,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tt,NA,26.170309544140125,NA,-13.4664905593751,NA,3.2646255446776853,NA,1.767113755980356,0
6067,b,Sp,NA,0.00696011021710885,NA,NA,31.8,NA,NA,-1.605574886830441e-4,NA,NA,0.8,NA,1,Y,Low,N,MIXED/THETE,MIXED,0.00488,0.00213,NA,NA,100,FC03,Sp,Tt/Sp,6067 B,Tt,69.6011021710885,NA,-1.605574886830441,NA,4.24278040300649,NA,2.874403200223149,NA,0
6067,b,Tt,NA,0.004431275002460433,NA,NA,46.2,NA,NA,3.6683487040778395e-6,NA,NA,0.9,NA,1,Y,Low,N,MIXED/THETE,MIXED,NA,0.02345,NA,0.01476,61.37136875163569,FC03,Sp,Tt/Sp,6067 B,Tt,44.31275002460433,NA,0.036683487040778395,NA,3.7912724465806162,NA,2.963059645175923,NA,0
6068,a,None,NA,NA,0.0034087092684145226,NA,NA,41.5,NA,NA,-0.0012006670313824408,NA,NA,1.7,1,N,High,N,Tt/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,34.087092684145226,NA,-12.006670313824408,NA,3.528918798973663,NA,1.989756592239017,0
6068,b,Tt,0.001990276635336574,0.008125529876608306,0.0021222255730573014,17.3,40.1,45.6,0.0014086894940240624,0.004211314607858063,-0.0010510359001740799,2.1,2.7,1.9,1,Y,High,N,Tt/None,THETE,0.0053,0.01874,NA,0.036449999999999996,33.95542670773691,FC05,None,None/None,6068 B,0,81.25529876608306,21.222255730573014,42.113146078580634,-10.510359001740799,4.3975960346659635,3.055050429636688,4.117956423754739,2.1758947762883807,0
6069,a,Tt,0.0027599738096735216,0.005816652917456588,0.006069535173978791,36.4,40.5,44.1,2.5912968631119915e-4,6.824627329953259e-4,3.978081495444874e-4,1.6,0.9,0.6,1,Y,Low,N,Tt/None,THETE,NA,0.00352,NA,0.02879,10.89445991952956,FC11,Tt,Tt/None,6069 A,0,58.16652917456588,60.69535173978791,6.824627329953259,3.978081495444874,4.063310089210534,4.105867117535016,3.2636599169626965,3.14838920102767,0
6069,b,None,NA,NA,0.008631269486156778,NA,NA,39.6,NA,NA,-2.773406357645114e-4,NA,NA,0.6,1,N,Low,N,Tt/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,86.31269486156779,NA,-2.773406357645114,NA,4.457976688795553,NA,2.806205860655578,0
6070,a,Tt,NA,0.03135123282365626,0.029406100319721462,NA,40.5,50.7,NA,0.00275163370347431,-2.6274272740728355e-4,NA,2.6,2.1,1,Y,High,N,Tt/Tt,THETE,NA,0.0118,NA,0.0298,28.365384615384613,FC14,Sp,Sp/None,6070 A,0,313.5123282365626,294.06100319721463,27.5163370347431,-2.6274272740728355,5.747838683818328,5.683787239682883,3.8466683789913025,2.814989251881436,0
6070,b,Tt,NA,0.03401055569950873,0.03392264648541077,NA,39.5,47.2,NA,7.554508257223702e-4,-6.203927136143039e-4,NA,2.3,2.1,1,N,High,N,Tt/Tt,THETE,NA,0.0191,NA,0.0556,25.568942436412318,FC14,None,Sp/None,6070 B,0,340.1055569950873,339.2264648541077,7.554508257223702,-6.203927136143039,5.829256031177187,5.826667922260168,3.2911939522068323,2.57387071271797,0
6071,a,Tt,0.003331741099555696,0.0032327818493091964,0.004475255850144633,23.1,42.2,46.3,-0.0010619845042910137,-6.641867659340495e-4,-1.0929481584875944e-5,0.8,0.9,0.6,1,Y,Low,N,Tt/Sp,THETE,NA,0.02043,NA,0.01718,54.32065939909598,FC11,Tt,Tt/Sp,6071 A,0,32.32781849309197,44.75255850144633,-6.641867659340495,-0.10929481584875944,3.4759281132185884,3.801148616303216,2.539912060488963,2.9554897371200033,0
6071,b,Sp,NA,0.022636003031366148,0.009840625843569928,NA,43,39.7,NA,2.1915630549818044e-5,-3.6305659057433992e-6,NA,1.1,0.6,1,N,Low,N,Tt/Sp,SUIPU,NA,0.0024,NA,0.03737,6.034699522252954,FC11,Sp,Tt/Sp,6071 B,0,226.36003031366147,98.40625843569927,0.21915630549818044,-0.03630565905743399,5.422126786192239,4.589104404024501,2.9724421489748662,2.9592818543466093,0
6072,a,Tt,0.0032987547048068944,0.006828174185578906,0.0025400615535444704,36.2,43.2,47.9,-1.71505897091917e-4,8.395633882973819e-5,-0.0010473863660031557,1.6,1.3,0.8,1,N,Low,N,Tt/Tt,THETE,NA,0.0174,NA,0.0122,58.783783783783775,FC10,Tt,Tt/Tt,6072 A,0,68.28174185578905,25.400615535444704,0.8395633882973819,-10.473863660031558,4.223642408083997,3.2347734074097856,3.003699799524054,2.1800286800770534,0
6074,a,None,NA,NA,0.0069930941699971605,NA,NA,48.9,NA,NA,5.401356445906558e-4,NA,NA,0.8,1,N,Low,N,None/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,69.93094169997161,NA,5.401356445906558,NA,4.247508207948166,NA,3.2076846397478196,0
6074,b,None,NA,NA,0.007289948756109332,NA,NA,69.6,NA,NA,8.030688754029347e-5,NA,NA,1.2,1,Y,Low,N,None/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,72.89948756109332,NA,0.8030688754029347,NA,4.289081609649623,NA,3.0018879141903785,0
6075,a,Tt,NA,0.0032767637627519886,0.005453819595256926,NA,43.9,49,NA,1.4616718613580382e-5,1.5329586253060024e-4,NA,0.7,0.6,1,Y,Low,N,Tt/Tt,THETE,NA,0.0065,NA,0.017300000000000003,27.310924369747898,FC10,Tt,Tt/Tt,6075 A,0,32.76763762751989,54.538195952569254,0.14616718613580382,1.5329586253060024,3.489441370625422,3.9989012993597215,2.96869970499093,3.0375161538150044,0
6075,b,Tt,0.012347197578724156,0.005607749208550672,0.008345417298825542,35.8,43.2,52.2,1.569453084729333e-4,-5.1073536936452335e-5,0.001003609541085304,1.5,0.9,0.8,1,N,Low,N,Tt/Tt,THETE,NA,0.00294,NA,0.0149,16.479820627802688,FC10,Tt,Tt/Tt,6075 B,0,56.07749208550672,83.45417298825541,-0.5107353693645234,10.03609541085304,4.026734521425117,4.424297654708467,2.9343720703830165,3.3795146356134715,0
6076,a,None,NA,NA,0.0047721255490542624,NA,NA,45.1,NA,NA,-4.123714908600973e-4,NA,NA,0.8,1,Y,Low,N,Tt/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,47.721255490542624,NA,-4.123714908600973,NA,3.8653769064088275,NA,2.7210788732569564,0
6076,b,Tt,NA,NA,0.0037275761205528557,NA,NA,48.9,NA,NA,-2.408458728921925e-4,NA,NA,0.7,1,N,Low,N,Tt/None,THETE,NA,0,NA,0.0406,0,FC10,None,Sp/None,6076 B,0,NA,37.27576120552855,NA,-2.408458728921925,NA,3.618343281784437,NA,2.8280213540437718,0
6077,a,Sp,NA,0.013831292016478036,0.004288336977384288,NA,35.2,42.7,NA,4.2335414013722206e-4,-6.49588744216334e-4,NA,1,0.8,1,N,Low,N,Sp/Sp,SUIPU,6.5e-4,0.00876,NA,0.043739999999999994,NA,FC03,Sp,Sp/Sp,6077 A,0,138.31292016478037,42.88336977384289,4.233541401372221,-6.4958874421633395,4.929518655599915,3.758484099818541,3.1592941730210438,2.551360226112248,0
6077,b,Sp,NA,0.023471324901410018,0.010104481482540173,NA,34.6,46.8,NA,5.802792235178877e-4,-8.904566495800958e-4,NA,1.1,0.9,1,Y,Low,N,Sp/Sp,SUIPU,0.00817,0.00748,NA,0.025800000000000003,NA,FC03,Sp,Sp/Sp,6077 B,0,234.71324901410017,101.04481482540173,5.802792235178877,-8.904566495800958,5.458364552112006,4.615564129573172,3.223792353721174,2.343329369870514,0
6078,a,Tt,NA,0.007300943336191468,0.00793862479905938,NA,48.3,45.8,NA,8.395633882973819e-5,-0.0018320423635135863,NA,1.2,0.6,1,Y,Low,N,Tt/Sp,THETE,NA,0.01268,NA,0.021589999999999998,37.000291800408526,FC04,Tt,Tt/Sp,6078 A,0,73.00943336191467,79.3862479905938,0.8395633882973819,-18.320423635135864,4.290588656935489,4.3743251541414825,3.003699799524054,0,0
6078,b,Sp,NA,0.015821008008825466,0.009730685578526854,NA,41.7,46.9,NA,6.934109537218291e-4,-5.401037176877566e-4,NA,1.2,0.9,1,N,Low,N,Tt/Sp,SUIPU,0.00644,0.00375,NA,0.03691,9.222823413674371,FC04,Sp,Tt/Sp,6078 B,0,158.21008008825464,97.30685578526854,6.9341095372182915,-5.401037176877566,5.063923770675715,4.577869446990003,3.2678386664081955,2.6332825776603386,0
6079,a,Sp,NA,0.0014624773643032718,0.0040684315167789364,NA,41.3,46.6,NA,8.722315516507817e-4,-8.138167351812164e-4,NA,1.1,0.7,1,N,Low,N,Sp/None,SUIPU,0.0114,0.0062,NA,0.07999999999999999,7.192575406032484,FC06,Sp,Sp/None,6079 A,0,14.624773643032718,40.684315167789364,8.722315516507816,-8.138167351812164,2.6827169155986716,3.705842641459068,3.333729744686441,2.414328261615975,0
6079,b,None,NA,NA,0.00350766816666237,NA,NA,46.7,NA,NA,-8.756816078292484e-5,NA,NA,0.8,1,Y,Low,N,Sp/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,35.0766816666237,NA,-0.8756816078292484,NA,3.5575365697179997,NA,2.9147793449007717,0
6080,a,Tt,NA,0.005036008229930999,0.006322416137499953,NA,38.8,47.3,NA,-2.9193854839937305e-4,-0.0012371624974163442,NA,0.9,0.6,1,Y,Low,N,Tt/Tt,THETE,NA,0.01527,NA,0.034100000000000005,30.929714401458376,FC06,Tt,Tt/Tt,6080 A,0,50.360082299309994,63.22416137499953,-2.9193854839937305,-12.371624974163442,3.919198843394628,4.1466865283320296,2.7973446347255826,1.9385687900992914,0
6080,b,Tt,NA,0.004915062175964824,0.006102519720808219,NA,40.5,44.8,NA,8.395633882973819e-5,1.4599696984396449e-4,NA,0.8,0.6,1,N,Low,N,Tt/Tt,THETE,NA,0.0087,NA,0.0287,23.262032085561493,FC06,Tt,Tt/Tt,6080 B,0,49.15062175964824,61.02519720808219,0.8395633882973819,1.4599696984396449,3.8948894967603285,4.111286847868758,3.003699799524054,3.034009913960444,0
6084,a,Sp,0.00876320070768144,NA,0.007718735568214674,20.4,NA,45,0.003981417703222023,NA,-8.795080831615065e-4,0.6,NA,0.7,1,Y,Low,N,Sp/Sp,SUIPU,0.0184,0.0179,NA,0.027290000000000002,39.61053330382828,FC04,Sp,Sp/Sp,6084 A,0,NA,77.18735568214674,NA,-8.795080831615065,NA,4.346235657115567,NA,2.3537859494438176,0
6084,b,Sp,NA,0.0051569539881355375,0.011500694138669054,NA,32.4,47.4,NA,2.5912968631119915e-4,-5.875471996402148e-4,NA,0.8,0.7,1,N,Low,N,Sp/Sp,SUIPU,0.00753,0.0041,NA,0.02579,13.716962194713952,FC04,Sp,Sp/Sp,6084 B,0,51.569539881355375,115.00694138669054,2.5912968631119915,-5.8754719964021485,3.9429311858077334,4.744992486425931,3.087021676231735,2.5986036927440144,0
6085,a,Tt,0.0032327818493091964,0.004750135262095556,0.0042113701773915935,28.9,41.8,45.6,1.5329586253060024e-4,-3.6492817574007574e-4,-0.0013794950704167364,1.1,1,0.8,1,N,Low,N,Tt/Sp,THETE,NA,0.0342,NA,0.0353,49.20863309352518,FC06,Tt,Tt/Sp,6085 A,0,47.50135262095556,42.113701773915935,-3.6492817574007574,-13.794950704167363,3.8607581868657985,3.74037314555116,2.7518209240215756,1.709368842105825,0
6085,b,Sp,NA,0.008158513052264782,0.004167389095047991,NA,45.7,44.4,NA,3.3576783213629113e-4,-0.0015948194794525028,NA,NA,1.2,1,Y,Low,N,Tt/Sp,SUIPU,0.0033,0.0015,NA,0.02194,6.399317406143344,FC06,Sp,Tt/Sp,6085 B,0,81.58513052264782,41.67389095047991,3.3576783213629113,-15.948194794525028,4.4016470213780945,3.729874816416647,3.1213997873724537,1.2155739027867203,0
6087,a,Tt,NA,0.0018693231331914362,0.010797095837256743,NA,42.6,47.1,NA,2.1533640718940372e-4,-8.685595191491591e-4,NA,NA,2.9,1,N,High,N,Tt/Tt,THETE,0.0099,0.0216,NA,0.0771,21.88449848024316,FC09,Tt,Tt/Tt,6087 A,0,18.69323133191436,107.97095837256742,2.1533640718940372,-8.68559519149159,2.9281614974767023,4.681862287005359,3.0668330149162246,2.364134317223949,0
6087,b,Tt,NA,0.0020892383716284435,0.0026940002355033688,NA,38.5,45.4,NA,-2.2989744924395428e-4,-6.933828222026595e-4,NA,2,2.7,1,Y,High,N,Tt/Tt,THETE,0.0075,0.0235,NA,0.0538,30.40103492884864,FC09,Tt,Tt/Tt,6087 B,0,20.892383716284435,26.940002355033688,-2.2989744924395428,-6.9338282220265945,3.0393846770665225,3.2936122583999454,2.834474263039897,2.5166148728209343,0
6088,a,Tt,NA,0.004519236658719228,0.0054758095693441255,NA,42.7,45.7,NA,1.5329586253060024e-4,-5.875471996402148e-4,NA,0.9,0.7,1,Y,Low,N,Tt/Tt,THETE,NA,0.01057,NA,0.01399,43.037459283387626,FC01,None,None/None,6088 A,0,45.19236658719228,54.758095693441255,1.5329586253060024,-5.8754719964021485,3.810928191761885,4.002925224312302,3.0375161538150044,2.5986036927440144,0
6088,b,Tt,NA,0.005398844617262588,0.0050470033110803225,NA,46.8,42.1,NA,-7.043313477148594e-4,-8.430128791446778e-4,NA,0.9,0.6,1,N,Low,N,Tt/Tt,THETE,NA,0.00704,NA,0.02207,24.184129165235316,FC01,None,None/None,6088 B,0,53.988446172625885,50.47003311080323,-7.043313477148594,-8.430128791446778,3.988770063905431,3.921379756401158,2.5077365658706148,2.3878720112972798,0
6090,a,Tt,0.017052173391278735,0.010445292932755423,0.033494086828425695,35.1,27.5,47,0.003977768537451187,-7.444759618465691e-4,-0.0011641715920852058,2.6,1.6,1.8,1,Y,High,N,Tt/None,THETE,NA,0.03334,NA,0.04592,42.064092858945244,FC12,Tt,Tt/None,6090 A,0,104.45292932755423,334.94086828425696,-7.444759618465691,-11.641715920852057,4.648736532870723,5.813954003660579,2.474491265550675,2.038451266631911,0
6090,b,None,NA,NA,0.018876879989659034,NA,NA,45.8,NA,NA,-0.001456135855088636,NA,NA,3.4,1,N,High,N,Tt/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,188.76879989659034,NA,-14.56135855088636,NA,5.2405229852703155,NA,1.560051238080234,0
6092,a,Sp,NA,NA,0.005904612109858043,NA,NA,46,NA,NA,-3.5762920819359945e-4,NA,NA,0.6,1,Y,Low,N,Sp/Sp,SUIPU,0.00245,9.9e-4,NA,0.0254,NA,FC08,Sp,Sp/Sp,6092 A,0,NA,59.04612109858043,NA,-3.5762920819359945,NA,4.0783188520620905,NA,2.7564676960422565,0
6092,b,Sp,NA,0.01889886399602725,0.005299889502883737,NA,36,48.1,NA,2.95624056170396e-4,-3.3208283020252916e-4,NA,1.1,0.6,1,N,Low,N,Sp/Sp,SUIPU,NA,0.0028,NA,0.07474,3.6110394635027085,FC08,Sp,Sp/Sp,6092 B,0,188.98863996027248,52.99889502883737,2.95624056170396,-3.3208283020252916,5.241686907222898,3.970271064822286,3.1035396819842878,2.772563430239352,0
6093,a,Tt,NA,0.027504851665630214,0.024042852787608204,NA,29.8,43.3,NA,2.226352897165551e-4,-0.001175120221067083,NA,1.6,1.8,1,N,High,N,Tt/Tt,THETE,NA,0.06445,NA,0.1644,28.162551889884202,FC15,Tt,Tt/None,6093 A,0,275.0485166563021,240.42852787608206,2.226352897165551,-11.75120221067083,5.616947506310386,5.482422863990244,3.0702262244937395,2.0240902120232,0
6093,b,Tt,0.039526546279702535,0.01876695981122012,0.017447898612021007,25.1,37,45.8,0.013347945212868972,0.003229683909854675,-2.7369115827413637e-4,1.3,2,2.7,1,Y,High,N,Tt/Tt,THETE,NA,0.05466,NA,0.05412,50.24820739106454,FC15,None,Tt/None,6093 B,0,187.6695981122012,174.47898612021007,32.29683909854675,-2.7369115827413637,5.234682959840885,5.161804311011119,3.9438561656408204,2.8084089519072344,0
6094,a,Tt,NA,0.010731132983286873,0.018349260904860998,NA,41.2,44.8,NA,2.9214541416577866e-5,-0.0014342384760079874,NA,NA,2,1,Y,High,N,Tt/Tt,THETE,NA,0.02518,NA,0.05662,30.782396088019564,FC12,Sp,Sp/None,6094 A,0,107.31132983286872,183.49260904860998,0.29214541416577866,-14.342384760079874,4.675734234303484,5.212174389019207,2.976170638731176,1.605036013287344,0
6094,b,Tt,0.008037574633984246,0.013061767126727464,0.025812349163899073,19.5,26.6,45.7,-0.001178769764595744,-6.824342990967569e-4,-9.853443260043893e-4,1.7,1.4,1.9,1,N,High,N,Tt/Tt,THETE,NA,0.03333,NA,0.04045,45.174844131200864,FC12,None,Sp/None,6094 B,0,130.61767126727463,258.12349163899074,-6.824342990967569,-9.853443260043893,4.872274516014212,5.55343812016889,2.525415046675121,2.2478099941639327,0
6096,a,None,NA,NA,0.003969473740514928,NA,NA,34,NA,NA,8.395633882973819e-5,NA,NA,0.7,1,Y,Low,N,Tt/None,NM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,39.69473740514928,NA,0.8395633882973819,NA,3.6812186198421655,NA,3.003699799524054,0
6096,b,Tt,NA,0.006069535173978791,0.00458520779825089,NA,49.2,47.3,NA,-2.9176775461658977e-5,-5.911967001233642e-4,NA,1,0.8,1,N,Low,N,Tt/None,THETE,NA,0,NA,0.01954,0,FC04,None,None/None,6096 B,0,60.69535173978791,45.8520779825089,-0.29176775461658977,-5.911967001233642,4.105867117535016,3.8254205189952084,2.945946047206554,2.5958855999842565,0
6097,a,Tt,0.005398844617262588,0.03361496300521116,0.03364792918395754,15.4,33.1,37.8,9.707650762094122e-4,0.0014159882017047432,-1.8245430790692074e-4,1,2.2,1.5,1,Y,High,N,Tt/Tt,THETE,8.1e-4,0.02779,NA,0.03915,41.514789363609204,FC05,Tt,Tt/Sp,6097 A,0,336.1496300521116,336.47929183957535,14.159882017047432,-1.8245430790692074,5.817556388370372,5.818536607338454,3.510957374975758,2.861965456423103,0
6097,b,Tt,NA,0.05436831745602655,0.013105740300138446,NA,30.1,45.9,NA,2.445319308815863e-4,-7.116303660598677e-4,NA,3.3,1.1,1,N,High,N,Tt/Tt,THETE,NA,0.02726,NA,0.09813,21.740170667517344,FC05,Sp,Tt/Sp,6097 B,0,543.6831745602655,131.05740300138447,2.445319308815863,-7.116303660598677,6.298366677489963,4.87563541807384,3.0803373092230477,2.501773597561361,0
6098,a,None,NA,NA,0.008466354964331124,NA,NA,46.8,NA,NA,5.985262941544667e-4,NA,NA,1.7,1,Y,High,N,MIXED/THETE,MIXED,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tt,NA,84.66354964331124,NA,5.985262941544667,NA,4.438685162436248,NA,3.23102913635411,0
6098,b,Tt,NA,0.032582011603750294,0.005519789488187987,NA,49.4,42.9,NA,0.004068997601523849,-6.313412230848914e-4,NA,3.5,1.8,1,N,High,N,MIXED/THETE,THETE,NA,0,0.0022,0.042800000000000005,0,FC09,None,Sp/None,6098 B,0,325.82011603750294,55.197894881879876,40.68997601523849,-6.313412230848914,5.786345437777862,4.010924816358018,4.094517874708863,2.5654885508619487,0
6099,a,Tt,0.033636940460150866,0.02097630849866916,0.035461035166824084,20.4,41.2,38.9,0.0014378843183308065,-1.0929481584875944e-5,-8.795080831615065e-4,NA,2,1.5,1,N,High,N,Tt/Tt,THETE,NA,0.02702,NA,0.09562000000000001,22.03196347031963,FC16,None,None/None,6099 A,0,209.7630849866916,354.61035166824087,-0.10929481584875944,-8.795080831615065,5.345978727128309,5.871019585735844,2.9554897371200033,2.3537859494438176,0
6099,b,Tt,0.02849394968384411,0.02185562379867756,0.02239419669859566,28.1,40.9,41.2,0.0035946046438556922,0.0029778870447290107,-4.63464342289277e-4,2,1.8,1.6,1,Y,High,N,Tt/Tt,THETE,NA,0.0144,NA,0.04307999999999999,25.05219206680585,FC16,None,None/None,6099 B,0,218.55623798677559,223.94196698595658,29.778870447290107,-4.63464342289277,5.387043363509063,5.411386942333516,3.893844657557122,2.686879693116197,0
