Plant,Side,mycofungus,hyphae.APE13C,mycorrhizas.APE13C,uncolonized_roots.APE13C,hyphae.pctC,mycorrhizas.pctC,uncolonized_roots.pctC,hyphae.APE15N,mycorrhizas.APE15N,uncolonized_roots.APE15N,hyphae.pctN,mycorrhizas.pctN,uncolonized_roots.pctN,enriched,received15N,N_level,Failed_split,Actual_fungi_at_harvest,Actual_fungus_by_compartment
6051,b,THETE,NA,0.02173471887207934,0.005860632533211341,NA,31.1,44.7,NA,0.00168603963412145,-1.642069578853267e-4,NA,2.1,1.6,1,N,High,N,THETE/NM,THETE
6052,a,THETE,NA,0.008950102669053717,0.011599636847000827,NA,32.1,46.6,NA,9.233230331580633e-4,-0.0010729331108141893,NA,1.4,1.3,1,Y,High,N,MIXED/THETE,THETE
6052,b,NM,NA,NA,0.0226030295101598,NA,NA,42.6,NA,NA,-8.904566495800958e-4,NA,NA,1.6,1,N,High,N,MIXED/THETE,MIXED
6052,b,SUIPU,NA,0.11250599950724904,NA,NA,18.9,NA,NA,8.030688754029347e-5,NA,NA,1.8,NA,1,N,High,N,MIXED/THETE,MIXED
6052,b,THETE,NA,0.12205002480748939,NA,NA,35.5,NA,NA,2.773768745827909e-4,NA,NA,2.4,NA,1,N,High,N,MIXED/THETE,MIXED
6053,a,THETE,NA,0.0031887998967550235,0.003452691025413346,NA,43.6,43.7,NA,-2.8463959154723106e-4,-6.641867659340495e-4,NA,0.6,0.5,1,Y,Low,N,THETE/SUIPU,THETE
6053,b,SUIPU,NA,0.011511687782703506,0.007641774106450949,NA,37.2,45.6,NA,5.218885525661299e-4,-4.963097744511424e-4,NA,0.9,0.7,1,N,Low,N,THETE/SUIPU,SUIPU
6054,a,THETE,NA,0.0038375297308359535,0.0035846360617450834,NA,45.6,44.9,NA,-2.5527316151574553e-5,-9.85165531504073e-5,NA,1.1,0.7,1,N,Low,N,THETE/NM,THETE
6054,b,NM,NA,NA,0.004024450307327898,NA,NA,43.8,NA,NA,-4.56165360305294e-4,NA,NA,0.8,1,Y,Low,N,THETE/NM,NM
6055,a,THETE,0.001605423556345853,0.0054758095693441255,0.009290922074382202,30.4,44.8,47,-3.1748490580379984e-4,-7.116303660598677e-4,-0.001390443746722314,2.4,2.5,2.3,1,Y,High,N,THETE/THETE,THETE
6055,b,THETE,0.0012205674827603374,0.008598286625784546,0.008664252324532384,14.6,39.3,51.3,9.634663032961899e-4,-1.7880483736792963e-4,-8.831576050337131e-4,0.9,3,2.1,1,N,High,N,THETE/THETE,THETE
6056,a,NM,NA,NA,0.005431829611391992,NA,NA,48.1,NA,NA,-2.0435113675570937e-4,NA,NA,0.7,1,N,Low,N,MIXED/SUIPU,MIXED
6056,a,SUIPU,NA,0.022526091208506127,NA,NA,26.8,NA,NA,2.8467574801988027e-4,NA,NA,0.8,NA,1,N,Low,N,MIXED/SUIPU,MIXED
6056,b,SUIPU,NA,0.004475255850144633,0.004134403257624486,NA,22.7,46.9,NA,0.0011276884351851257,-5.10907751252343e-4,NA,0.6,0.7,1,Y,Low,N,MIXED/SUIPU,SUIPU
6057,a,NM,NA,NA,0.005761678342767418,NA,NA,48.6,NA,NA,-4.598148511635869e-4,NA,NA,0.5,1,Y,Low,N,MIXED/SUIPU,MIXED
6057,a,SUIPU,NA,0.015128464011401555,NA,NA,38.3,NA,NA,3.2846896618499155e-4,NA,NA,1.2,NA,1,Y,Low,N,MIXED/SUIPU,MIXED
6057,a,THETE,NA,0.00975267365108734,NA,NA,42.6,NA,NA,3.9415872124748397e-4,NA,NA,1,NA,1,Y,Low,N,MIXED/SUIPU,MIXED
6057,b,THETE,NA,0.006597285283492793,0.004123407973594562,NA,49.9,43.3,NA,4.016290571162706e-5,-7.335274275114823e-4,NA,1,0.6,1,N,Low,N,THETE/NM,THETE
6058,a,NM,NA,NA,0.003716580746080167,NA,NA,45.9,NA,NA,-2.1877857108831833e-5,NA,NA,0.7,1,Y,Low,N,NM/NM,NM
6058,b,NM,NA,NA,0.005541779432944427,NA,NA,44.3,NA,NA,-2.2624797522935447e-4,NA,NA,0.7,1,N,Low,N,NM/NM,NM
6059,b,THETE,0.005926601883516014,0.017052173391278735,0.012248256365999355,12,40,52.4,0.002003530662064268,4.5619896593568354e-4,-5.911967001233642e-4,0.9,3.5,1.9,1,N,High,Y,THETE,THETE
6061,a,NM,NA,NA,0.007136024378321171,NA,NA,53.5,NA,NA,-0.0012809570919493085,NA,NA,0.9,1,Y,Low,N,THETE/NM,NM
6061,b,THETE,NA,0.007982602527911276,0.006498332566918119,NA,55.5,39.9,NA,-6.860838065314567e-4,-7.225788955825818e-4,NA,1.1,0.5,1,N,Low,N,THETE/NM,THETE
6062,a,SUIPU,0.007641774106450949,0.0548845683090724,0.005068993466045946,22.4,40.4,48,0.002083815429048841,5.218885525661299e-4,-6.787847919293988e-4,0.9,2.1,0.7,1,N,Low,N,SUIPU/NM,SUIPU
6062,b,NM,NA,NA,0.005376854608955428,NA,NA,49,NA,NA,-8.50311917809099e-4,NA,NA,0.8,1,Y,Low,N,SUIPU/NM,NM
6063,a,SUIPU,NA,0.0728840722502695,0.006982099521478657,NA,34.7,43.3,NA,6.569168752761922e-4,-0.001076582646856672,NA,1.7,1.1,1,Y,High,N,SUIPU/NM,SUIPU
6063,b,NM,NA,0.06622974173825558,0.009455833846683026,NA,30,46.3,NA,5.401356445906558e-4,-5.583512053991546e-4,NA,1.6,1.3,1,N,High,N,SUIPU/NM,NM
6064,a,SUIPU,NA,0.011643611320497849,0.006795190122702577,NA,36.8,46,NA,-3.28433348701862e-4,-0.001175120221067083,NA,1.8,1.4,1,Y,High,N,THETE/SUIPU,SUIPU
6064,b,THETE,NA,0.06056297188351012,0.01299580729329941,NA,39.9,45.2,NA,0.0017517275990251435,-6.240422165038062e-4,NA,2.1,1.4,1,N,High,N,THETE/SUIPU,THETE
6065,a,THETE,0.005959586525670968,0.021646787830698067,0.0272850494191359,42.5,29.7,45.5,0.0013028581124819305,1.0967262244421239e-5,-0.0010619845042910137,1.9,1.4,1.8,1,N,High,N,THETE/THETE,THETE
6065,b,THETE,NA,0.01165460493276238,0.027109206918453532,NA,35,47.3,NA,1.313991812624815e-4,-0.0010254891665923416,NA,NA,1.8,1,Y,High,N,THETE/THETE,THETE
6066,a,THETE,0.03315343419488004,0.03793334527160663,0.018360253026545426,24.9,38.1,42.8,1.27749733448701e-4,-2.3719639807545656e-4,-0.0011459238824627627,3.3,2.7,1.6,1,N,High,N,THETE/THETE,THETE
6066,b,THETE,0.0250540013276197,0.046008696835931895,0.018711999630377507,12.8,46.6,41.6,0.001996232040467727,0.002003530662064268,-6.167432109921434e-4,1,2.9,1.3,1,Y,High,N,THETE/THETE,THETE
6067,a,THETE,NA,0.0028259472958422904,NA,NA,43.8,NA,NA,-3.2113438650249737e-4,NA,NA,1,NA,1,N,Low,N,MIXED/THETE,THETE
6067,b,NM,NA,NA,0.0026170309544140125,NA,NA,47.8,NA,NA,-0.00134664905593751,NA,NA,0.8,1,Y,Low,N,MIXED/THETE,MIXED
6067,b,SUIPU,NA,0.00696011021710885,NA,NA,31.8,NA,NA,-1.605574886830441e-4,NA,NA,0.8,NA,1,Y,Low,N,MIXED/THETE,MIXED
6067,b,THETE,NA,0.004431275002460433,NA,NA,46.2,NA,NA,3.6683487040778395e-6,NA,NA,0.9,NA,1,Y,Low,N,MIXED/THETE,MIXED
6068,a,NM,NA,NA,0.0034087092684145226,NA,NA,41.5,NA,NA,-0.0012006670313824408,NA,NA,1.7,1,N,High,N,THETE/NM,NM
6068,b,THETE,0.001990276635336574,0.008125529876608306,0.0021222255730573014,17.3,40.1,45.6,0.0014086894940240624,0.004211314607858063,-0.0010510359001740799,2.1,2.7,1.9,1,Y,High,N,THETE/NM,THETE
6069,a,THETE,0.0027599738096735216,0.005816652917456588,0.006069535173978791,36.4,40.5,44.1,2.5912968631119915e-4,6.824627329953259e-4,3.978081495444874e-4,1.6,0.9,0.6,1,Y,Low,N,THETE/NM,THETE
6069,b,NM,NA,NA,0.008631269486156778,NA,NA,39.6,NA,NA,-2.773406357645114e-4,NA,NA,0.6,1,N,Low,N,THETE/NM,NM
6070,a,THETE,NA,0.03135123282365626,0.029406100319721462,NA,40.5,50.7,NA,0.00275163370347431,-2.6274272740728355e-4,NA,2.6,2.1,1,Y,High,N,THETE/THETE,THETE
6070,b,THETE,NA,0.03401055569950873,0.03392264648541077,NA,39.5,47.2,NA,7.554508257223702e-4,-6.203927136143039e-4,NA,2.3,2.1,1,N,High,N,THETE/THETE,THETE
6071,a,THETE,0.003331741099555696,0.0032327818493091964,0.004475255850144633,23.1,42.2,46.3,-0.0010619845042910137,-6.641867659340495e-4,-1.0929481584875944e-5,0.8,0.9,0.6,1,Y,Low,N,THETE/SUIPU,THETE
6071,b,SUIPU,NA,0.022636003031366148,0.009840625843569928,NA,43,39.7,NA,2.1915630549818044e-5,-3.6305659057433992e-6,NA,1.1,0.6,1,N,Low,N,THETE/SUIPU,SUIPU
6072,a,THETE,0.0032987547048068944,0.006828174185578906,0.0025400615535444704,36.2,43.2,47.9,-1.71505897091917e-4,8.395633882973819e-5,-0.0010473863660031557,1.6,1.3,0.8,1,N,Low,N,THETE/THETE,THETE
6073,a,THETE,NA,3.188929550022035e-4,-0.0013415507053822218,NA,37,35.4,NA,0.0031931916894237244,-5.838976994242406e-4,NA,3.2,1.5,0,N,High,N,THETE/THETE,THETE
6073,b,THETE,3.2988908483622126e-4,-4.728348176867847e-4,-5.27816383617763e-4,4.7,37.4,45.6,0.0018794539494894624,-5.10907751252343e-4,-0.00134664905593751,0.3,1.9,1.3,0,N,High,N,THETE/THETE,THETE
6074,a,NM,NA,NA,0.0069930941699971605,NA,NA,48.9,NA,NA,5.401356445906558e-4,NA,NA,0.8,1,N,Low,N,NM/NM,NM
6074,b,NM,NA,NA,0.007289948756109332,NA,NA,69.6,NA,NA,8.030688754029347e-5,NA,NA,1.2,1,Y,Low,N,NM/NM,NM
6075,a,THETE,NA,0.0032767637627519886,0.005453819595256926,NA,43.9,49,NA,1.4616718613580382e-5,1.5329586253060024e-4,NA,0.7,0.6,1,Y,Low,N,THETE/THETE,THETE
6075,b,THETE,0.012347197578724156,0.005607749208550672,0.008345417298825542,35.8,43.2,52.2,1.569453084729333e-4,-5.1073536936452335e-5,0.001003609541085304,1.5,0.9,0.8,1,N,Low,N,THETE/THETE,THETE
6076,a,NM,NA,NA,0.0047721255490542624,NA,NA,45.1,NA,NA,-4.123714908600973e-4,NA,NA,0.8,1,Y,Low,N,THETE/NM,NM
6076,b,THETE,NA,NA,0.0037275761205528557,NA,NA,48.9,NA,NA,-2.408458728921925e-4,NA,NA,0.7,1,N,Low,N,THETE/NM,THETE
6077,a,SUIPU,NA,0.013831292016478036,0.004288336977384288,NA,35.2,42.7,NA,4.2335414013722206e-4,-6.49588744216334e-4,NA,1,0.8,1,N,Low,N,SUIPU/SUIPU,SUIPU
6077,b,SUIPU,NA,0.023471324901410018,0.010104481482540173,NA,34.6,46.8,NA,5.802792235178877e-4,-8.904566495800958e-4,NA,1.1,0.9,1,Y,Low,N,SUIPU/SUIPU,SUIPU
6078,a,THETE,NA,0.007300943336191468,0.00793862479905938,NA,48.3,45.8,NA,8.395633882973819e-5,-0.0018320423635135863,NA,1.2,0.6,1,Y,Low,N,THETE/SUIPU,THETE
6078,b,SUIPU,NA,0.015821008008825466,0.009730685578526854,NA,41.7,46.9,NA,6.934109537218291e-4,-5.401037176877566e-4,NA,1.2,0.9,1,N,Low,N,THETE/SUIPU,SUIPU
6079,a,SUIPU,NA,0.0014624773643032718,0.0040684315167789364,NA,41.3,46.6,NA,8.722315516507817e-4,-8.138167351812164e-4,NA,1.1,0.7,1,N,Low,N,SUIPU/NM,SUIPU
6079,b,NM,NA,NA,0.00350766816666237,NA,NA,46.7,NA,NA,-8.756816078292484e-5,NA,NA,0.8,1,Y,Low,N,SUIPU/NM,NM
6080,a,THETE,NA,0.005036008229930999,0.006322416137499953,NA,38.8,47.3,NA,-2.9193854839937305e-4,-0.0012371624974163442,NA,0.9,0.6,1,Y,Low,N,THETE/THETE,THETE
6080,b,THETE,NA,0.004915062175964824,0.006102519720808219,NA,40.5,44.8,NA,8.395633882973819e-5,1.4599696984396449e-4,NA,0.8,0.6,1,N,Low,N,THETE/THETE,THETE
6082,a,OTHER,0.010060505640469675,NA,-2.199204016031242e-4,14.9,NA,35.1,0.0020911140378132576,NA,6.642156931041532e-4,1.4,NA,1.5,1,Y,High,N,FAILED,OTHER
6082,b,OTHER,0.008565303743415686,0.03730703840379168,NA,22.3,44.3,NA,0.0016641436265715792,5.875780525745333e-4,NA,1.5,2.5,NA,1,N,High,N,FAILED,OTHER
6084,a,SUIPU,0.00876320070768144,NA,0.007718735568214674,20.4,NA,45,0.003981417703222023,NA,-8.795080831615065e-4,0.6,NA,0.7,1,Y,Low,N,SUIPU/SUIPU,SUIPU
6084,b,SUIPU,NA,0.0051569539881355375,0.011500694138669054,NA,32.4,47.4,NA,2.5912968631119915e-4,-5.875471996402148e-4,NA,0.8,0.7,1,N,Low,N,SUIPU/SUIPU,SUIPU
6085,a,THETE,0.0032327818493091964,0.004750135262095556,0.0042113701773915935,28.9,41.8,45.6,1.5329586253060024e-4,-3.6492817574007574e-4,-0.0013794950704167364,1.1,1,0.8,1,N,Low,N,THETE/SUIPU,THETE
6085,b,SUIPU,NA,0.008158513052264782,0.004167389095047991,NA,45.7,44.4,NA,3.3576783213629113e-4,-0.0015948194794525028,NA,NA,1.2,1,Y,Low,N,THETE/SUIPU,SUIPU
6087,a,THETE,NA,0.0018693231331914362,0.010797095837256743,NA,42.6,47.1,NA,2.1533640718940372e-4,-8.685595191491591e-4,NA,NA,2.9,1,N,High,N,THETE/THETE,THETE
6087,b,THETE,NA,0.0020892383716284435,0.0026940002355033688,NA,38.5,45.4,NA,-2.2989744924395428e-4,-6.933828222026595e-4,NA,2,2.7,1,Y,High,N,THETE/THETE,THETE
6088,a,THETE,NA,0.004519236658719228,0.0054758095693441255,NA,42.7,45.7,NA,1.5329586253060024e-4,-5.875471996402148e-4,NA,0.9,0.7,1,Y,Low,N,THETE/THETE,THETE
6088,b,THETE,NA,0.005398844617262588,0.0050470033110803225,NA,46.8,42.1,NA,-7.043313477148594e-4,-8.430128791446778e-4,NA,0.9,0.6,1,N,Low,N,THETE/THETE,THETE
6090,a,THETE,0.017052173391278735,0.010445292932755423,0.033494086828425695,35.1,27.5,47,0.003977768537451187,-7.444759618465691e-4,-0.0011641715920852058,2.6,1.6,1.8,1,Y,High,N,THETE/NM,THETE
6090,b,NM,NA,NA,0.018876879989659034,NA,NA,45.8,NA,NA,-0.001456135855088636,NA,NA,3.4,1,N,High,N,THETE/NM,NM
6091,a,THETE,0.0015174567178264375,2.8590455083121746e-4,6.157876024526221e-4,7.3,30.4,45.7,2.0803752359283e-4,0.0011130909342729756,-6.021452031772512e-4,0.5,1.7,1.5,0,N,High,N,THETE/NM,THETE
6091,b,NM,NA,NA,1.7594304469237265e-4,NA,NA,37,NA,NA,-0.0015327767576697737,NA,NA,1.4,0,N,High,N,THETE/NM,NM
6092,a,SUIPU,NA,NA,0.005904612109858043,NA,NA,46,NA,NA,-3.5762920819359945e-4,NA,NA,0.6,1,Y,Low,N,SUIPU/SUIPU,SUIPU
6092,b,SUIPU,NA,0.01889886399602725,0.005299889502883737,NA,36,48.1,NA,2.95624056170396e-4,-3.3208283020252916e-4,NA,1.1,0.6,1,N,Low,N,SUIPU/SUIPU,SUIPU
6093,a,THETE,NA,0.027504851665630214,0.024042852787608204,NA,29.8,43.3,NA,2.226352897165551e-4,-0.001175120221067083,NA,1.6,1.8,1,N,High,N,THETE/THETE,THETE
6093,b,THETE,0.039526546279702535,0.01876695981122012,0.017447898612021007,25.1,37,45.8,0.013347945212868972,0.003229683909854675,-2.7369115827413637e-4,1.3,2,2.7,1,Y,High,N,THETE/THETE,THETE
6094,a,THETE,NA,0.010731132983286873,0.018349260904860998,NA,41.2,44.8,NA,2.9214541416577866e-5,-0.0014342384760079874,NA,NA,2,1,Y,High,N,THETE/THETE,THETE
6094,b,THETE,0.008037574633984246,0.013061767126727464,0.025812349163899073,19.5,26.6,45.7,-0.001178769764595744,-6.824342990967569e-4,-9.853443260043893e-4,1.7,1.4,1.9,1,N,High,N,THETE/THETE,THETE
6096,a,NM,NA,NA,0.003969473740514928,NA,NA,34,NA,NA,8.395633882973819e-5,NA,NA,0.7,1,Y,Low,N,THETE/NM,NM
6096,b,THETE,NA,0.006069535173978791,0.00458520779825089,NA,49.2,47.3,NA,-2.9176775461658977e-5,-5.911967001233642e-4,NA,1,0.8,1,N,Low,N,THETE/NM,THETE
6097,a,THETE,0.005398844617262588,0.03361496300521116,0.03364792918395754,15.4,33.1,37.8,9.707650762094122e-4,0.0014159882017047432,-1.8245430790692074e-4,1,2.2,1.5,1,Y,High,N,THETE/THETE,THETE
6097,b,THETE,NA,0.05436831745602655,0.013105740300138446,NA,30.1,45.9,NA,2.445319308815863e-4,-7.116303660598677e-4,NA,3.3,1.1,1,N,High,N,THETE/THETE,THETE
6098,a,NM,NA,NA,0.008466354964331124,NA,NA,46.8,NA,NA,5.985262941544667e-4,NA,NA,1.7,1,Y,High,N,MIXED/THETE,MIXED
6098,b,THETE,NA,0.032582011603750294,0.005519789488187987,NA,49.4,42.9,NA,0.004068997601523849,-6.313412230848914e-4,NA,3.5,1.8,1,N,High,N,MIXED/THETE,THETE
6099,a,THETE,0.033636940460150866,0.02097630849866916,0.035461035166824084,20.4,41.2,38.9,0.0014378843183308065,-1.0929481584875944e-5,-8.795080831615065e-4,NA,2,1.5,1,N,High,N,THETE/THETE,THETE
6099,b,THETE,0.02849394968384411,0.02185562379867756,0.02239419669859566,28.1,40.9,41.2,0.0035946046438556922,0.0029778870447290107,-4.63464342289277e-4,2,1.8,1.6,1,Y,High,N,THETE/THETE,THETE
